"Source";"Target";"Type";"Weight"
14194;37324;"Undirected";1
19685;13473;"Undirected";1
23163;31869;"Undirected";1
6509;26072;"Undirected";1
19522;9497;"Undirected";1
33744;15565;"Undirected";2
4249;11179;"Undirected";2
21432;29539;"Undirected";1
14831;34875;"Undirected";1
10011;24098;"Undirected";2
5504;24796;"Undirected";2
10925;36383;"Undirected";1
37368;29658;"Undirected";2
17418;17454;"Undirected";2
29164;5030;"Undirected";2
21971;589;"Undirected";1
6103;35773;"Undirected";1
3077;20266;"Undirected";2
33388;9420;"Undirected";3
15850;23418;"Undirected";8
10808;24860;"Undirected";4
13897;17925;"Undirected";1
17399;9420;"Undirected";1
14112;690;"Undirected";2
6326;9647;"Undirected";3
6437;7516;"Undirected";2
26941;1809;"Undirected";1
30201;28618;"Undirected";1
21971;31185;"Undirected";2
24026;27832;"Undirected";1
11638;34875;"Undirected";5
5145;36383;"Undirected";7
13424;267;"Undirected";3
30610;36536;"Undirected";3
8785;36507;"Undirected";3
4965;8391;"Undirected";4
18003;16008;"Undirected";4
24952;16973;"Undirected";1
30201;15565;"Undirected";8
11473;36776;"Undirected";6
17399;32026;"Undirected";1
8984;13665;"Undirected";1
23623;29332;"Undirected";1
5030;25972;"Undirected";2
1282;11675;"Undirected";1
31999;7173;"Undirected";1
24007;35745;"Undirected";4
29946;19523;"Undirected";1
24523;23216;"Undirected";2
6958;30229;"Undirected";2
34695;5499;"Undirected";1
37290;7908;"Undirected";1
1295;9651;"Undirected";1
32585;17547;"Undirected";1
18325;7991;"Undirected";1
35826;9825;"Undirected";7
24007;25249;"Undirected";1
14127;3499;"Undirected";2
19736;11638;"Undirected";1
28124;6929;"Undirected";4
1743;29205;"Undirected";1
37064;5049;"Undirected";1
34969;25715;"Undirected";23
7422;32026;"Undirected";1
34791;35428;"Undirected";1
27419;33296;"Undirected";1
19736;6820;"Undirected";1
26140;20477;"Undirected";4
9786;27012;"Undirected";1
25398;7984;"Undirected";1
32188;18070;"Undirected";7
23700;37497;"Undirected";1
1240;5969;"Undirected";2
30201;6633;"Undirected";2
3058;4418;"Undirected";1
267;12922;"Undirected";1
7938;20477;"Undirected";2
17596;27038;"Undirected";2
15640;19419;"Undirected";4
36212;4303;"Undirected";1
30573;18759;"Undirected";1
10780;18759;"Undirected";1
37000;10780;"Undirected";1
32355;1448;"Undirected";6
28475;28191;"Undirected";1
35231;9228;"Undirected";6
2274;29718;"Undirected";3
8984;36344;"Undirected";1
33482;28120;"Undirected";1
24007;27419;"Undirected";1
32690;26742;"Undirected";1
37064;29895;"Undirected";1
23999;23623;"Undirected";1
31760;22694;"Undirected";1
9825;644;"Undirected";7
35428;23623;"Undirected";2
16012;34875;"Undirected";6
20294;26742;"Undirected";2
2474;36045;"Undirected";2
30002;8215;"Undirected";1
614;3512;"Undirected";2
32289;9647;"Undirected";1
14097;36511;"Undirected";1
29539;37312;"Undirected";2
37346;28217;"Undirected";1
16540;26651;"Undirected";1
14831;9228;"Undirected";1
1347;19272;"Undirected";1
17861;26754;"Undirected";1
32985;31841;"Undirected";1
21535;28293;"Undirected";3
19522;17762;"Undirected";1
4909;9651;"Undirected";3
27012;29718;"Undirected";1
13818;7674;"Undirected";2
35826;16544;"Undirected";3
11559;6929;"Undirected";12
29205;35745;"Undirected";4
4937;19272;"Undirected";1
6929;29052;"Undirected";3
14095;21350;"Undirected";1
33482;7991;"Undirected";2
18294;19760;"Undirected";1
31185;14307;"Undirected";1
13465;11638;"Undirected";4
35374;9647;"Undirected";1
13465;4189;"Undirected";3
13933;36785;"Undirected";3
30057;24860;"Undirected";1
11933;1240;"Undirected";3
36344;21825;"Undirected";1
7700;16042;"Undirected";1
6412;35231;"Undirected";2
17399;32964;"Undirected";5
16973;21535;"Undirected";9
29920;929;"Undirected";2
13818;5734;"Undirected";8
5610;10378;"Undirected";2
15475;21825;"Undirected";2
13465;25597;"Undirected";2
12288;36621;"Undirected";2
10378;7984;"Undirected";2
5961;22694;"Undirected";5
21971;28293;"Undirected";4
21135;34875;"Undirected";1
6958;27162;"Undirected";1
35942;9497;"Undirected";6
690;29052;"Undirected";1
8339;13665;"Undirected";2
35354;14127;"Undirected";2
7730;24082;"Undirected";2
2193;3512;"Undirected";3
11914;19886;"Undirected";2
20294;26549;"Undirected";1
18325;15997;"Undirected";2
24007;3512;"Undirected";3
30610;3089;"Undirected";1
29129;26549;"Undirected";4
24618;36010;"Undirected";1
37064;17454;"Undirected";5
9130;19288;"Undirected";1
18684;34544;"Undirected";1
5504;16544;"Undirected";2
19522;562;"Undirected";1
20427;35745;"Undirected";8
25796;9420;"Undirected";1
28475;19288;"Undirected";1
30504;1145;"Undirected";2
29279;11738;"Undirected";4
36212;13473;"Undirected";4
19785;9497;"Undirected";1
23492;34795;"Undirected";1
26933;16544;"Undirected";1
16973;31841;"Undirected";4
29433;35354;"Undirected";1
20122;29895;"Undirected";1
908;21871;"Undirected";4
2776;34695;"Undirected";1
9876;24618;"Undirected";1
15742;30182;"Undirected";1
5610;36045;"Undirected";1
24098;30057;"Undirected";1
26232;29539;"Undirected";3
28475;7623;"Undirected";2
13408;36710;"Undirected";2
25575;21535;"Undirected";1
29129;30810;"Undirected";1
2474;25796;"Undirected";1
28191;21463;"Undirected";9
11559;37312;"Undirected";5
31645;3499;"Undirected";1
15475;13905;"Undirected";2
33207;30504;"Undirected";1
1295;3077;"Undirected";1
36776;22303;"Undirected";5
32289;11909;"Undirected";3
11559;29738;"Undirected";2
25633;1498;"Undirected";4
27912;36212;"Undirected";3
11559;11322;"Undirected";2
31050;25715;"Undirected";3
25321;3089;"Undirected";1
1490;9736;"Undirected";2
30416;29010;"Undirected";3
24026;35354;"Undirected";1
17925;32026;"Undirected";3
35428;28618;"Undirected";1
19685;9130;"Undirected";5
6679;30810;"Undirected";6
6679;6820;"Undirected";2
26728;26752;"Undirected";3
28030;3512;"Undirected";1
31185;21614;"Undirected";2
5504;9825;"Undirected";10
32964;37324;"Undirected";1
6929;9831;"Undirected";2
26941;28124;"Undirected";6
31999;7832;"Undirected";1
4639;29010;"Undirected";6
14008;25715;"Undirected";3
572;1809;"Undirected";1
17962;10378;"Undirected";3
36710;24618;"Undirected";5
37497;19523;"Undirected";1
11473;15850;"Undirected";1
7700;20477;"Undirected";2
23163;4838;"Undirected";2
1349;25796;"Undirected";2
23658;2274;"Undirected";1
7757;30573;"Undirected";1
29279;21530;"Undirected";7
32964;9825;"Undirected";2
32188;24082;"Undirected";2
35826;35146;"Undirected";1
17962;30443;"Undirected";1
23492;37368;"Undirected";3
6820;32026;"Undirected";5
25321;26549;"Undirected";1
24806;5961;"Undirected";1
32896;30573;"Undirected";1
21871;36463;"Undirected";6
32562;19886;"Undirected";1
1498;25715;"Undirected";5
24026;32964;"Undirected";2
4369;22694;"Undirected";2
6958;14095;"Undirected";1
7757;15477;"Undirected";1
6679;22606;"Undirected";2
11986;30810;"Undirected";1
29279;11675;"Undirected";13
10799;7984;"Undirected";1
25249;3758;"Undirected";4
34875;19705;"Undirected";2
28740;2193;"Undirected";1
30528;11675;"Undirected";8
19736;13947;"Undirected";3
29279;25575;"Undirected";1
22528;3512;"Undirected";15
9130;15850;"Undirected";27
32140;644;"Undirected";4
36776;11672;"Undirected";4
30610;11264;"Undirected";3
21530;4293;"Undirected";5
11986;9220;"Undirected";1
24007;5616;"Undirected";2
24952;11526;"Undirected";1
35677;21857;"Undirected";1
20122;21857;"Undirected";8
20122;14176;"Undirected";4
11526;32895;"Undirected";11
11179;1448;"Undirected";2
20427;1991;"Undirected";1
9863;28293;"Undirected";2
21971;28124;"Undirected";1
35146;7730;"Undirected";3
3089;23216;"Undirected";3
25633;13266;"Undirected";1
33247;7832;"Undirected";1
31341;9825;"Undirected";2
2077;26232;"Undirected";3
2776;36344;"Undirected";1
690;34875;"Undirected";1
29533;9497;"Undirected";1
31760;31999;"Undirected";3
6412;17621;"Undirected";3
13124;3758;"Undirected";1
28124;23297;"Undirected";5
13424;9863;"Undirected";1
11672;1240;"Undirected";1
27012;25715;"Undirected";2
37064;28751;"Undirected";2
5504;21380;"Undirected";1
4909;7238;"Undirected";2
35428;8783;"Undirected";1
11933;24324;"Undirected";8
11559;32514;"Undirected";9
4943;3199;"Undirected";7
3199;12659;"Undirected";1
32585;12091;"Undirected";1
30573;25972;"Undirected";1
32896;120;"Undirected";4
21577;26694;"Undirected";1
6958;4189;"Undirected";1
34795;36785;"Undirected";1
8785;7238;"Undirected";2
28740;15621;"Undirected";3
28124;15640;"Undirected";3
16973;32690;"Undirected";5
3796;5504;"Undirected";5
8984;36124;"Undirected";1
2474;16673;"Undirected";3
17399;21735;"Undirected";4
11670;29502;"Undirected";5
29279;33886;"Undirected";9
7908;10780;"Undirected";1
34969;36165;"Undirected";5
21350;20427;"Undirected";3
32355;36621;"Undirected";4
11675;31495;"Undirected";2
363;22894;"Undirected";1
26728;32964;"Undirected";4
29129;28293;"Undirected";2
28740;29658;"Undirected";1
14251;24696;"Undirected";2
33744;34544;"Undirected";11
6679;2643;"Undirected";3
35865;36383;"Undirected";1
4249;7700;"Undirected";2
35826;35794;"Undirected";1
37520;9825;"Undirected";2
29718;29205;"Undirected";2
26232;6509;"Undirected";2
6437;24806;"Undirected";9
4375;19736;"Undirected";1
33207;26140;"Undirected";1
4303;24806;"Undirected";1
17547;2959;"Undirected";2
32493;10808;"Undirected";1
29423;23450;"Undirected";2
27012;28030;"Undirected";4
10925;34057;"Undirected";1
21735;8391;"Undirected";2
28475;31341;"Undirected";1
572;27419;"Undirected";5
5049;31495;"Undirected";1
36163;37324;"Undirected";1
28191;20343;"Undirected";1
25398;15850;"Undirected";4
14112;23623;"Undirected";2
34523;22694;"Undirected";1
18325;15850;"Undirected";9
4943;35745;"Undirected";2
21350;34819;"Undirected";10
3542;5504;"Undirected";1
28087;1498;"Undirected";1
3410;30697;"Undirected";1
17399;9736;"Undirected";1
13465;13940;"Undirected";1
21135;37324;"Undirected";1
7078;32964;"Undirected";1
4943;1498;"Undirected";1
37520;26694;"Undirected";1
30416;1991;"Undirected";1
21651;12988;"Undirected";4
4909;26895;"Undirected";4
9786;9497;"Undirected";5
30528;28958;"Undirected";2
27912;32289;"Undirected";1
12288;27134;"Undirected";2
20427;28751;"Undirected";2
26420;4418;"Undirected";3
29164;15775;"Undirected";1
11986;644;"Undirected";1
17547;23492;"Undirected";1
23658;27419;"Undirected";2
12091;5499;"Undirected";4
7078;31943;"Undirected";1
33744;17547;"Undirected";5
32355;3796;"Undirected";4
1498;32026;"Undirected";2
11179;13668;"Undirected";1
22760;18684;"Undirected";1
37064;1145;"Undirected";9
26933;23418;"Undirected";1
13424;33247;"Undirected";5
14095;34959;"Undirected";2
10030;34875;"Undirected";1
36776;34959;"Undirected";2
33886;4189;"Undirected";2
2943;31043;"Undirected";1
27012;27038;"Undirected";1
10799;4332;"Undirected";1
6270;29658;"Undirected";3
19886;35372;"Undirected";1
1618;1680;"Undirected";5
16673;35231;"Undirected";1
21350;22346;"Undirected";1
32289;32026;"Undirected";10
24523;11490;"Undirected";6
7623;24324;"Undirected";7
27912;11909;"Undirected";1
13668;26072;"Undirected";1
36212;249;"Undirected";1
13715;28293;"Undirected";3
7757;33900;"Undirected";1
35231;10780;"Undirected";1
8984;29332;"Undirected";1
5697;27912;"Undirected";1
11675;36536;"Undirected";1
10925;30613;"Undirected";1
27832;4189;"Undirected";2
32289;31924;"Undirected";4
5504;11638;"Undirected";3
21971;20668;"Undirected";1
27419;37324;"Undirected";1
35865;10808;"Undirected";2
36710;14127;"Undirected";3
25715;22783;"Undirected";3
6679;7173;"Undirected";1
1979;20266;"Undirected";3
28087;36463;"Undirected";1
14831;14127;"Undirected";1
5504;2776;"Undirected";7
25398;24696;"Undirected";1
15999;30810;"Undirected";4
29946;36212;"Undirected";2
9093;31760;"Undirected";9
17418;32514;"Undirected";3
25028;29423;"Undirected";1
18759;7523;"Undirected";1
9130;19523;"Undirected";1
4249;25971;"Undirected";3
18003;29052;"Undirected";2
23623;644;"Undirected";2
31050;15067;"Undirected";1
36776;19522;"Undirected";1
35580;34795;"Undirected";4
1498;249;"Undirected";3
3199;6820;"Undirected";1
13709;36536;"Undirected";1
36507;29010;"Undirected";10
30528;6041;"Undirected";1
28475;1448;"Undirected";1
30697;10808;"Undirected";1
20477;19705;"Undirected";2
14327;15067;"Undirected";1
11473;28618;"Undirected";1
28087;34544;"Undirected";6
37520;15475;"Undirected";4
24304;14176;"Undirected";1
26728;18904;"Undirected";1
9757;10808;"Undirected";2
7516;120;"Undirected";1
12326;21825;"Undirected";1
31918;24324;"Undirected";2
23216;5616;"Undirected";5
21350;21979;"Undirected";1
27832;13912;"Undirected";1
29920;36852;"Undirected";1
9927;25796;"Undirected";3
6326;4937;"Undirected";3
23999;35773;"Undirected";1
33744;4909;"Undirected";2
23477;37312;"Undirected";12
28217;11638;"Undirected";1
5610;28618;"Undirected";4
26651;12988;"Undirected";2
21735;32690;"Undirected";5
22334;19705;"Undirected";1
28087;9420;"Undirected";3
31999;8221;"Undirected";1
19785;19760;"Undirected";1
25249;5504;"Undirected";3
2077;32896;"Undirected";3
16604;36045;"Undirected";1
31918;11980;"Undirected";1
31105;20668;"Undirected";1
32514;11909;"Undirected";1
1571;11638;"Undirected";1
6679;25249;"Undirected";1
13408;31043;"Undirected";2
32896;12520;"Undirected";4
14194;21530;"Undirected";2
19736;15850;"Undirected";4
6929;21825;"Undirected";2
17621;35372;"Undirected";1
6412;31043;"Undirected";4
19736;27162;"Undirected";2
3089;36785;"Undirected";5
23477;6437;"Undirected";31
31495;5969;"Undirected";1
6536;7674;"Undirected";1
29463;22528;"Undirected";1
33388;31943;"Undirected";1
15640;7481;"Undirected";3
22760;1534;"Undirected";2
29513;14251;"Undirected";2
29279;8785;"Undirected";3
28291;30057;"Undirected";1
17212;34819;"Undirected";2
13424;13940;"Undirected";7
363;15912;"Undirected";1
929;5969;"Undirected";2
9647;19419;"Undirected";2
15850;34819;"Undirected";8
36124;34819;"Undirected";2
30182;31043;"Undirected";1
20427;30416;"Undirected";2
35406;20266;"Undirected";1
1979;14349;"Undirected";5
6679;4909;"Undirected";2
36507;1240;"Undirected";1
35865;14531;"Undirected";3
30610;874;"Undirected";2
16604;15565;"Undirected";10
19219;29465;"Undirected";2
34959;29658;"Undirected";1
8984;24098;"Undirected";1
22303;27103;"Undirected";1
8785;32502;"Undirected";2
9651;25575;"Undirected";1
9927;10262;"Undirected";4
614;5049;"Undirected";1
25972;28852;"Undirected";1
908;28030;"Undirected";2
17861;30258;"Undirected";2
29205;36536;"Undirected";1
37142;21350;"Undirected";2
33361;10539;"Undirected";1
2580;3499;"Undirected";3
34057;15850;"Undirected";2
30613;36463;"Undirected";3
3796;36511;"Undirected";1
18070;6633;"Undirected";1
37520;3796;"Undirected";2
17418;3758;"Undirected";5
5697;8785;"Undirected";1
2221;34959;"Undirected";4
31760;36463;"Undirected";9
4369;11490;"Undirected";2
5794;29721;"Undirected";2
13424;1618;"Undirected";2
24618;26420;"Undirected";3
24007;26671;"Undirected";1
690;15475;"Undirected";1
34544;11980;"Undirected";2
30258;36785;"Undirected";1
36852;5499;"Undirected";1
17212;6412;"Undirected";2
17962;26140;"Undirected";7
32985;21614;"Undirected";5
16673;25715;"Undirected";2
8215;35773;"Undirected";2
22894;8855;"Undirected";1
9927;36852;"Undirected";1
29920;30613;"Undirected";1
31999;30788;"Undirected";5
17925;31495;"Undirected";4
9130;740;"Undirected";2
5697;26742;"Undirected";3
9130;7623;"Undirected";2
11179;26742;"Undirected";1
4249;14349;"Undirected";4
10011;35146;"Undirected";3
16996;740;"Undirected";2
23297;11980;"Undirected";1
15475;4293;"Undirected";11
35745;36536;"Undirected";3
7984;12256;"Undirected";4
11150;24249;"Undirected";2
8328;9825;"Undirected";2
14327;16924;"Undirected";2
21530;31633;"Undirected";6
23477;13266;"Undirected";6
15640;21849;"Undirected";15
874;34875;"Undirected";3
26671;33900;"Undirected";4
6412;12295;"Undirected";4
36212;33900;"Undirected";5
26671;24856;"Undirected";1
34959;28852;"Undirected";2
16604;15475;"Undirected";4
23477;36212;"Undirected";17
17418;1240;"Undirected";1
14112;22302;"Undirected";2
7757;2193;"Undirected";2
29129;6536;"Undirected";2
11675;7730;"Undirected";3
26194;9825;"Undirected";6
30573;30697;"Undirected";2
6326;29465;"Undirected";3
5610;4926;"Undirected";2
32493;11986;"Undirected";4
37142;30504;"Undirected";2
21463;15775;"Undirected";1
30697;7991;"Undirected";1
30528;15999;"Undirected";1
5504;28030;"Undirected";3
36463;4838;"Undirected";1
21350;4639;"Undirected";2
6326;9651;"Undirected";1
23492;3192;"Undirected";4
4926;5504;"Undirected";3
22963;24860;"Undirected";2
926;26941;"Undirected";1
6326;37518;"Undirected";1
31050;11672;"Undirected";1
22760;21979;"Undirected";1
35942;3758;"Undirected";1
15621;26651;"Undirected";1
3199;21135;"Undirected";1
21784;15621;"Undirected";1
1498;33361;"Undirected";2
19288;7730;"Undirected";1
17399;26752;"Undirected";1
1979;29964;"Undirected";5
6633;17668;"Undirected";2
3410;25715;"Undirected";3
10838;4189;"Undirected";1
21577;24860;"Undirected";3
14176;28751;"Undirected";3
32964;4046;"Undirected";1
36463;5961;"Undirected";1
15999;17030;"Undirected";2
11559;26549;"Undirected";12
5794;3410;"Undirected";1
10011;24082;"Undirected";3
18578;9831;"Undirected";2
27159;6820;"Undirected";2
35580;32562;"Undirected";1
14621;20477;"Undirected";3
36045;29721;"Undirected";2
33388;874;"Undirected";1
17621;24098;"Undirected";1
24618;28958;"Undirected";1
7012;1498;"Undirected";2
13465;20266;"Undirected";3
25193;5969;"Undirected";6
29946;13424;"Undirected";4
32544;21463;"Undirected";5
926;24952;"Undirected";1
36852;13979;"Undirected";4
20668;7173;"Undirected";2
8215;13709;"Undirected";2
25067;6509;"Undirected";1
6679;3796;"Undirected";2
32140;19705;"Undirected";1
36353;18070;"Undirected";1
9876;28751;"Undirected";2
31050;13933;"Undirected";1
3077;28191;"Undirected";7
13293;29718;"Undirected";14
13465;24007;"Undirected";1
19685;32502;"Undirected";2
17621;30182;"Undirected";6
26100;11150;"Undirected";1
29718;9736;"Undirected";1
11738;9831;"Undirected";2
32289;21135;"Undirected";9
30504;27162;"Undirected";1
12659;29502;"Undirected";1
29658;20733;"Undirected";3
16604;1282;"Undirected";1
14621;2193;"Undirected";2
21432;16673;"Undirected";3
24856;34819;"Undirected";4
17861;17418;"Undirected";2
21979;35942;"Undirected";1
25067;35580;"Undirected";1
26933;5251;"Undirected";1
36776;31633;"Undirected";2
926;21784;"Undirected";1
19760;25641;"Undirected";1
31185;6679;"Undirected";7
21432;2643;"Undirected";1
23492;7938;"Undirected";1
1145;31841;"Undirected";2
37368;21463;"Undirected";3
17855;26549;"Undirected";1
2580;26742;"Undirected";2
1571;37324;"Undirected";3
35643;8630;"Undirected";1
24324;11986;"Undirected";1
6820;29010;"Undirected";12
19219;13905;"Undirected";1
11933;14008;"Undirected";2
6536;3077;"Undirected";4
15712;644;"Undirected";1
30002;8391;"Undirected";1
2274;22334;"Undirected";6
27419;19028;"Undirected";1
33388;13709;"Undirected";1
16973;26754;"Undirected";1
28030;13967;"Undirected";1
14176;4937;"Undirected";3
9876;31043;"Undirected";1
21979;27134;"Undirected";3
31918;1145;"Undirected";1
14887;29658;"Undirected";2
11179;3512;"Undirected";1
6958;35787;"Undirected";1
1800;36621;"Undirected";11
